draw_id,intercept,age_centered_40,sex_2,acuity_code_blank,acuity_code_unknown,acuity_code_no_triage_esa_conducts_triage,acuity_code_immediate,acuity_code_emergent,acuity_code_semi_urgent,acuity_code_nonurgent,acuity_code_no_nursing_triage_esa,arrival_transfer_context_blank,arrival_transfer_context_unknown,arrival_transfer_context_not_applicable,arrival_transfer_context_yes_transferred_from_hospital_or_urgent_care,fever_or_temp,tachycardia_burden,hypotension_burden,seed
42,-1.6203842542821507,0.035094899141620679,0.17947271405864429,0.13644670888091465,0.1361062451106628,0.15025154772045066,1.1490798965093079,1.093624533768996,-1.5950053416966288,-0.66280823917175391,-0.27421144932230446,-0.17094120947083169,0.11976166509588637,-0.86164751544138385,1.7313939498673019,0.45280818151962515,0.22991531334649237,0.7775892023939377,20260429
43,-1.5363066401727561,0.034503206250544378,0.19055069406843425,-0.36199357434377655,0.085919458762116124,0.31234503128231661,0.71068775975369414,0.96726893469277497,-1.6115906316943738,-1.3080598565920496,-0.011730118319965649,-0.30893271038597264,0.19579594296100761,-0.87420532200186363,1.4626463692293079,0.3756117905585597,0.26191755607303074,0.89794125850301187,20260429
44,-1.5276130059965574,0.036060237191516326,0.16441726582200195,0.46376074113665477,0.20036725156658641,0.7412897343520346,1.1517537292382423,1.0443622909923147,-1.5986882631409434,-0.29731115824732479,-0.045492488668398917,-0.11570115322859284,-0.20842054774432411,-0.96774151340995407,1.4608354701689215,0.43727636437124784,0.22426511926025913,0.65001454658108004,20260429
45,-1.6095522251327565,0.034961269992411399,0.14881303366653939,-0.17923477043210961,0.26513038986378717,0.067824276959177532,0.58736703451859107,1.1389860821003619,-1.6182467885548557,-0.89271299873059862,-0.003820636370022501,-0.43506032616894741,0.29372184047014205,-0.95363936616074807,1.4404970702285638,0.3748271891536355,0.23880485114531302,0.77302009668158134,20260429
46,-1.617991599527951,0.03604854142218844,0.11699216276456822,0.67978966541393016,0.32279620242230878,0.50925733684598062,0.6373373988459804,1.1321717566949554,-1.4701458144373072,-0.64224799984007386,0.046438346784025336,-0.28123150103134931,-0.048563571995785135,-0.99309336399420012,1.4703480886485654,0.34654430550569337,0.26390080977382202,0.62280110389398557,20260429
47,-1.6047003235613513,0.033953643601099565,0.1252516185805142,-0.22670006419584465,0.40267101480971657,0.34235521094448068,1.1103976266455273,1.0038559818787303,-1.2254076334231989,-0.94502890516859217,-0.10434244753885961,-0.22599005356402019,0.19433771942484857,-1.0123213781733986,1.3479848638195182,0.35034896047745512,0.34220912643840184,0.61337802155046983,20260429
48,-1.6252827691743332,0.034430722925805839,0.2363334642632135,0.37204860562805303,0.10381658996353943,0.059646058982274597,0.85272792989547963,1.06273317777686,-1.7507208476668659,-0.73653045087322222,-0.51233908672977857,-0.061122621249197318,-0.1271735036007568,-0.8571669185509545,1.3378530165358102,0.37088939278367528,0.23044583617591702,0.78050696044590584,20260429
49,-1.5268802353065103,0.033379125478301797,0.17777614445170131,-0.033581302114004452,0.25095481079190118,0.44224675051061657,1.0691147552786786,1.1233008763014709,-1.6366661424187661,-0.45692925786592531,-0.19939977026338068,-0.45540171775370675,-0.19960142449722196,-0.99606658831174077,1.5356675535972268,0.44946779573324208,0.27377947908491757,0.66197948039869281,20260429
50,-1.6288665066408161,0.035068410820647974,0.21855762385090774,0.084535835440577051,0.098751557528613906,-0.072976530813936569,0.64459118516590919,1.0737946191104342,-1.6988006592055811,-0.62748552018334136,-0.26169208685262579,-0.17265918975280986,0.13272277558538315,-0.82384988642868184,1.3530809120261773,0.35125943993260955,0.27015903452711076,0.76212328240235594,20260429
51,-1.7012248855508254,0.035621378219497582,0.19313503608524149,0.46800333206048789,0.34772408189284171,0.53103719753433276,0.50947629088765412,1.1160781435970455,-1.4470986268566399,-0.50238750127532128,-0.02119307012390674,-0.32950054955793762,0.1906862969901239,-0.94606239558809324,1.080279501729847,0.54045790203473643,0.26143553667375419,0.78242787906014855,20260429
