draw_id,intercept,age_centered_40,sex_2,high_acuity_proxy,fever_or_temp,tachycardia_burden,hypotension_burden,seed
46,-2.6270170078353599,0.037226993670859694,0.22324521944949022,1.603114991869631,0.44672490151844185,0.27984692065978117,0.81648262081167344,20260504
47,-2.7149350450382244,0.038734179740412995,0.27921432988982742,1.4706142145175716,0.47519916328998058,0.27913899336524817,0.79360320620824887,20260504
48,-2.6145850801955577,0.038791198168407509,0.294605041752666,1.5450987943480694,0.42842925022488232,0.22713989219469333,0.72882184607490963,20260504
49,-2.583306691650288,0.037986545041175934,0.25375265786257772,1.4804187869646321,0.44010269660255708,0.29582227795398247,0.58846124657844512,20260504
50,-2.8928521603243365,0.048303790065508265,0.31212831125194412,1.4529411073736318,0.364347207554371,0.29085529615491823,0.86972478423915156,20260504
51,-2.6788793207715167,0.042269210060910327,0.30738274119141595,1.4791758859257784,0.54101951707959794,0.27666793695997116,0.75377135105133886,20260504
52,-2.6647184074572441,0.04238746905251712,0.22954701166786012,1.3575602832631062,0.31237243260409187,0.27998944236953516,0.96108337416906731,20260504
53,-2.7511156266137098,0.041164921580875091,0.20725642450941958,1.4144908989225939,0.34306752903657828,0.28095671800722533,0.75469259123567745,20260504
54,-2.5032513777605887,0.036418300130469587,0.27372415119047022,1.3833156344489965,0.26005263643404025,0.26120999393255523,0.575109034110171,20260504
55,-2.7880539011654903,0.037261214753553179,0.33915536030753435,1.5234720072658008,0.34992711973525564,0.26726118328646864,0.65743256083008483,20260504
56,-2.7520733211894761,0.04116603285610395,0.20639312259971115,1.4956543065846681,0.29408858173759378,0.26423756156186001,0.76538349471875977,20260504
57,-2.6213873457660504,0.040946354226673753,0.22449145209185808,1.3601223468615224,0.46288951650008747,0.2400246116728611,0.83972925219396222,20260504
58,-2.7199944654982029,0.040253734906170797,0.2998830899409336,1.5278263620436625,0.47796802956501266,0.27020487241995839,0.88908392270856751,20260504
59,-2.7185046113837257,0.041371226528794533,0.22575880552545036,1.5209583400707416,0.32749273398497214,0.26516063041667415,0.66876770170412547,20260504
60,-2.6383477210412725,0.037723004888373352,0.2367227412045059,1.5512665106213981,0.3958821165916363,0.25516466280555644,0.83277382731931693,20260504
61,-2.6357057485487285,0.039745852755795973,0.26403071056168087,1.4525922388232531,0.5496181065229323,0.25370626445726718,0.99322675577263286,20260504
62,-2.7378416094528326,0.041905214635342233,0.25306974612232563,1.4156112431060062,0.22702557580045662,0.29001987403396989,0.68311710021597538,20260504
